Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
61,0.844338,0,2.42999,-0,6.05645e-08,0,0,0,0,0,0,0.677583,0.23926,-0.0219639,0.71892,0.971995,-0.0941955,0.000951913,-1.60264e-06,8.52675e-05,0.000955726,1.12962,0,0,0,0,8.40878
62,0.839116,0,2.41465,-0,6.05587e-08,0,0,0,0,0,0,0.655305,0.23926,-0.0239196,0.698027,0.96586,-0.106464,0.000969016,-5.32138e-06,8.32968e-05,0.000972604,1.12948,0,0,0,0,8.47801
63,0.833575,0,2.3984,-0,6.05528e-08,0,0,0,0,0,0,0.632145,0.23926,-0.0258643,0.676403,0.959358,-0.119468,0.000988652,-9.93914e-06,8.09449e-05,0.00099201,1.12933,0,0,0,0,8.54262
64,0.82795,0,2.38189,-0,6.05468e-08,0,0,0,0,0,0,0.608208,0.23926,-0.027766,0.654167,0.952758,-0.132669,0.00101101,-1.57062e-05,7.77248e-05,0.00101412,1.12918,0,0,0,0,8.61976
65,0.822659,0,2.36638,-0,6.05412e-08,0,0,0,0,0,0,0.583614,0.23926,-0.0295814,0.631447,0.946552,-0.14508,0.0010363,-2.25677e-05,7.31587e-05,0.00103913,1.12905,0,0,0,0,8.69977
66,0.818436,0,2.35401,-0,6.05368e-08,0,0,0,0,0,0,0.558488,0.23926,-0.0312588,0.608384,0.941603,-0.15498,0.0010626,-3.01224e-05,6.67235e-05,0.00106511,1.12894,0,0,0,0,8.78684
67,0.816075,0,2.3471,-0,6.05345e-08,0,0,0,0,0,0,0.53297,0.23926,-0.0327431,0.585127,0.938839,-0.160506,0.00108737,-3.76371e-05,5.81053e-05,0.00108957,1.12888,0,0,0,0,8.8707
68,0.816303,0,2.34777,-0,6.05348e-08,0,0,0,0,0,0,0.507204,0.23926,-0.0339833,0.561832,0.93911,-0.159965,0.0011087,-4.42415e-05,4.73678e-05,0.00111059,1.12889,0,0,0,0,8.95045
69,0.983544,0,2.83902,-0,6.06998e-08,0,0,0,0,0,0,0.178839,0.23926,-0.022523,0.29956,1.13561,0.233031,0.00119845,2.53386e-05,-0.000177918,0.00121185,1.13298,0,0,0,0,9.45692
70,0.986502,0,2.84817,-0,6.07096e-08,0,0,0,0,0,0,0.168783,0.23926,-0.020915,0.293548,1.13927,0.240348,0.00125286,2.44874e-05,-0.000221965,0.00127261,1.13322,0,0,0,0,9.58062
