"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         181,      -7.010581155,      -6.594855964,      -6.896396783,      -6.828340606,      -6.380953403,      -9.669871123
          0,           0,         182,      -7.014840409,      -6.598402583,      -6.901206721,      -6.833770947,      -6.385225623,      -9.672052381
          0,           0,         183,      -7.019175078,      -6.601893276,      -6.905952615,      -6.839158058,      -6.389567139,      -9.674212372
          0,           0,         184,      -7.024699491,      -6.605359149,       -6.91062806,      -6.844557865,       -6.39504253,       -9.67635107
          0,           0,         185,      -7.030305737,      -6.608803357,      -6.915222662,      -6.849985533,      -6.400640445,      -9.678481917
          0,           0,         186,      -7.036052974,      -6.612228405,      -6.919721728,      -6.855435515,      -6.406409313,      -9.680607538
          0,           0,         187,      -7.042021631,      -6.615626834,      -6.924112196,      -6.860753526,      -6.412406153,      -9.682726757
          0,           0,         188,      -7.048188608,      -6.619001891,      -6.928378598,      -6.865968328,      -6.418593049,      -9.684841412
          0,           0,         189,      -7.054138552,      -6.622317579,      -6.932509596,      -6.871101596,      -6.424555051,      -9.686982263
          0,           0,         190,      -7.060672174,      -6.625587117,      -6.936508956,      -6.876156702,      -6.431074679,      -9.689124346
          0,           0,         191,      -7.068052357,      -6.628783555,      -6.940367268,      -6.881164338,      -6.438415363,      -9.691248487
          0,           0,         192,      -7.075494547,      -6.631936066,      -6.944089305,      -6.886049425,      -6.445851621,      -9.693397978
          0,           0,         193,      -7.083696678,      -6.635046082,      -6.947674148,      -6.890918086,      -6.454014389,      -9.695582046
          0,           0,         194,      -7.091051861,      -6.638099402,       -6.95112764,      -6.895603966,      -6.461387012,      -9.697808412
          0,           0,         195,      -7.097785647,      -6.641067564,      -6.954444938,      -6.900090003,      -6.468137224,      -9.700130094
          0,           0,         196,       -7.10414025,      -6.643948263,      -6.957631024,      -6.904407626,      -6.474479412,      -9.702455137
          0,           0,         197,        -7.1105577,      -6.646748385,       -6.96070269,      -6.908583781,      -6.480837379,      -9.704816937
          0,           0,         198,      -7.117228221,      -6.649496131,      -6.963675445,      -6.912686529,      -6.487423515,       -9.70721456
          0,           0,         199,      -7.123910721,      -6.652181609,      -6.966562644,      -6.916659962,       -6.49405238,      -9.709641488
          0,           0,         200,      -7.130692018,      -6.654794565,      -6.969369366,      -6.920515904,      -6.500804068,      -9.712092443
          0,           0,         201,      -7.137548083,      -6.657337432,      -6.972101258,      -6.924262361,      -6.507653117,      -9.714564808
          0,           0,         202,      -7.144399598,      -6.659811098,      -6.974762233,      -6.927904883,      -6.514521031,      -9.717056036
          0,           0,         203,      -7.151236222,      -6.662216573,      -6.977354598,      -6.931452526,      -6.521394678,      -9.719567002
          0,           0,         204,      -7.157997441,      -6.664558541,      -6.979881927,      -6.934915148,       -6.52821847,      -9.722101167
          0,           0,         205,      -7.164542707,       -6.66684178,       -6.98235519,      -6.938265332,      -6.534848736,       -9.72465958
          0,           0,         206,      -7.171527413,      -6.669082743,      -6.984795968,      -6.941527457,      -6.541925848,      -9.727240112
          0,           0,         207,      -7.178215444,      -6.671278038,      -6.987205373,      -6.944703315,      -6.548736184,      -9.729839802
          0,           0,         208,      -7.184776261,      -6.673436069,      -6.989585337,      -6.947785827,      -6.555412774,      -9.732451766
          0,           0,         209,      -7.191221032,      -6.675568777,      -6.991947026,      -6.950789215,      -6.561963737,      -9.735071699
