"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         148,      -7.133524301,      -6.486750948,      -7.320910623,      -7.377434165,       -6.53217082,      -9.548039448
          0,           0,         149,      -7.133964999,      -6.489087185,       -7.33069443,      -7.388694431,      -6.533085162,      -9.547611824
          0,           0,         150,      -7.134726519,      -6.491516527,      -7.340504826,      -7.400289374,      -6.534277838,      -9.547175096
          0,           0,         151,      -7.135963258,      -6.494059682,      -7.350278282,      -7.412122085,      -6.535873108,      -9.546734413
          0,           0,         152,      -7.137802498,      -6.496718016,      -7.359927169,      -7.424041064,      -6.537980236,       -9.54629392
          0,           0,         153,      -7.140338382,      -6.499495214,      -7.369355367,        -7.4358619,      -6.540687984,      -9.545857974
          0,           0,         154,      -7.143628952,      -6.502389719,      -7.378474527,      -7.447395136,      -6.544060838,      -9.545430166
          0,           0,         155,      -7.147695773,      -6.505394477,      -7.387220205,      -7.458479657,      -6.548136394,      -9.545013997
          0,           0,         156,      -7.152526764,       -6.50849782,      -7.395563736,      -7.469012499,      -6.552925624,      -9.544613092
          0,           0,         157,      -7.158074931,      -6.511683942,      -7.403518303,      -7.478965983,      -6.558407978,      -9.544229968
          0,           0,         158,      -7.164261863,      -6.514933304,      -7.411137783,      -7.488394809,      -6.564531335,        -9.5438684
          0,           0,         159,      -7.170980372,      -6.518223589,      -7.418508501,      -7.497426283,      -6.571211393,      -9.543530262
          0,           0,         160,      -7.178098298,      -6.521529907,      -7.425735799,      -7.506239835,      -6.578332803,      -9.543216008
          0,           0,         161,      -7.185464454,      -6.524826279,      -7.432930725,      -7.515038926,       -6.58575328,      -9.542925952
          0,           0,         162,      -7.192914968,      -6.528086492,      -7.440195404,      -7.524023219,      -6.593309096,       -9.54266095
          0,           0,         163,      -7.200281058,       -6.53128511,      -7.447610579,      -7.533361595,      -6.600823189,      -9.542420122
          0,           0,         164,       -7.20739752,      -6.534398679,      -7.455227649,      -7.543173581,      -6.608115087,      -9.542202156
