Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
15,1.57,359923,0,-248.709,32.1548,250.779,0.340384,61.4711,-177.31,16.5715,188.394,0.00883037,0.122822,0.95,0.957947,139437,0.698633,309.386,39.1588,-112.897,10.5767,119.963
16,1.18856,252759,0,-248.709,-8.80258,248.865,0.301028,110.314,-51.7254,2.32019,121.86,-0.00699835,-0.0336234,0.95,0.950621,98601.9,-0.0499162,288.996,92.8171,-43.5153,1.95409,102.53
17,1.16214,243342,0,-248.709,-8.14217,248.843,0.268255,100.17,-33.3695,4.49601,105.677,-0.00593262,-0.0311008,0.95,0.950527,95414.4,-0.108347,286.01,86.1966,-28.7172,3.87159,90.9369
18,1.22702,265341,0,-248.709,-9.34351,248.885,0.339713,121.251,-75.2199,3.62136,142.733,-0.00801041,-0.0356896,0.95,0.950704,102814,0.0272948,291.897,98.8198,-61.3032,2.9551,116.328
19,1.14376,231509,0,-248.709,7.51732,248.823,0.0733963,27.0181,6.66463,4.75234,28.2308,0.00517276,0.028714,0.95,0.950448,92464,-0.16243,281.623,23.6224,5.82644,4.15559,24.6827
20,1.15226,233903,0,-248.709,9.86298,248.905,0.0614547,23.0261,3.17836,5.34296,23.8506,0.00593875,0.0376738,0.95,0.950765,93462.2,-0.144132,282.564,19.9835,2.75815,4.63709,20.6991
21,1.13347,228764,0,-248.709,5.23561,248.765,0.088234,31.6988,10.3371,3.94791,33.5746,0.00430042,0.0199985,0.95,0.95022,91306.6,-0.183647,280.623,27.9666,9.11973,3.48397,29.6216
22,1.12567,226787,0,-248.709,3.06167,248.728,0.104041,37.0434,12.5367,3.56539,39.2695,0.00332769,0.0116947,0.95,0.950078,90440.5,-0.199524,279.886,32.9087,11.1373,3.1689,34.8864
23,1.11849,225063,0,-248.709,1.03139,248.712,0.121808,43.1692,14.4965,2.94007,45.633,0.00226655,0.00393963,0.95,0.950011,89652.6,-0.213967,279.229,38.5964,12.9605,2.62913,40.7992
24,1.1179,225114,0,-248.709,-0.829196,248.711,0.138598,49.9459,13.8204,2.51071,51.8835,0.00113474,-0.0031673,0.95,0.950006,89564.1,-0.21559,279.101,44.6786,12.3623,2.24586,46.4117
25,1.12012,225995,0,-248.709,-2.50445,248.722,0.156019,57.3532,11.5076,2.01032,58.5309,-4.61764e-05,-0.00956629,0.95,0.950048,89785.9,-0.211524,279.238,51.2024,10.2744,1.79452,52.2539
26,1.11863,226064,0,-248.709,-3.98847,248.741,0.17648,65.4202,9.41659,1.78331,66.1185,-0.00125282,-0.0152348,0.95,0.950123,89643.9,-0.214126,279.167,58.482,8.41829,1.59405,59.1062
27,1.13139,230416,0,-248.709,-5.2836,248.766,0.193073,73.3212,-0.219478,2.12766,73.3524,-0.00246263,-0.0201819,0.95,0.950218,91214.2,-0.18534,280.855,64.8055,-0.186735,1.87794,64.833
28,1.14325,234347,0,-248.709,-6.39854,248.792,0.214679,82.0531,-9.3742,2.25683,82.6177,-0.00365567,-0.0244406,0.95,0.950321,92544.4,-0.160957,281.996,71.7709,-8.19848,1.97322,72.2646
29,1.14234,235134,0,-248.709,-7.34626,248.818,0.241858,91.627,-15.8305,2.79424,93.0264,-0.00481613,-0.0280606,0.95,0.950427,92537.6,-0.161083,282.203,80.2081,-13.8484,2.44252,81.4314
30,1.22981,263833,0,-248.709,28.2215,250.305,0.217652,66.2198,-62.1009,15.8011,92.148,0.00464007,0.107798,0.95,0.956108,104151,0.0518059,295.022,53.8451,-50.492,12.8497,74.9257
31,1.23638,262924,0,-248.709,27.1797,250.19,0.205636,68.5453,-51.5464,15.9007,87.2257,0.00356827,0.103819,0.95,0.955663,103938,0.0479063,292.857,55.4377,-41.6863,12.8619,70.5444
32,1.27288,272303,0,-248.709,29.1123,250.407,0.216722,70.0194,-62.0378,15.3317,94.797,0.0055686,0.111201,0.95,0.956502,107506,0.113298,294.221,55.0095,-48.7298,12.0436,74.4694
33,1.2613,272987,0,-248.709,29.8678,250.496,0.238342,65.0897,-79.7484,13.4268,103.811,0.00636516,0.114087,0.95,0.956847,107483,0.112884,296.858,51.6068,-63.2,10.653,82.286
34,1.38435,313472,0,-248.709,31.8499,250.74,0.355415,52.0433,-162.84,19.8426,172.102,0.00849674,0.121658,0.95,0.957796,121094,0.362393,304.721,37.603,-117.574,14.3644,124.274
35,1.26275,287574,0,-248.709,31.4812,250.694,0.352371,47.3938,-147.923,17.1587,156.275,0.00809554,0.120249,0.95,0.957614,111149,0.180085,306.615,37.5546,-117.011,13.6168,123.642
36,1.02063,207855,0,-248.709,-9.44994,248.889,0.229469,-77.0456,14.4162,-2.47634,78.4218,-0.0179356,-0.0360961,0.95,0.950855,81933.9,-0.355459,279.64,-75.5024,14.1526,-2.42344,76.8556
37,1.07653,223192,0,-248.709,-9.8469,248.904,0.280809,-101.547,-5.90014,-1.66219,101.732,-0.0174268,-0.0376124,0.95,0.950904,87348.7,-0.2562,282.636,-94.3531,-5.44202,-1.56368,94.5229
38,0.97757,194085,0,-248.709,-8.96135,248.871,0.219526,-59.2171,39.2692,0.615989,71.0571,-0.0183975,-0.0342298,0.95,0.950794,76600.5,-0.453225,272.954,-60.5837,40.1818,0.629594,72.7004
39,0.92077,178734,0,-248.709,-8.36834,248.85,0.237598,-42.1892,57.7309,-1.38027,71.5171,-0.0188009,-0.0319647,0.95,0.950724,70381.3,-0.56723,266.259,-45.8266,62.7166,-1.52273,77.6902
40,0.921623,178421,0,-248.709,-7.65661,248.827,0.21468,-27.3508,58.5392,-0.489467,64.6153,-0.01913,-0.0292461,0.95,0.950643,70459.2,-0.565801,266.278,-29.6888,63.5933,-0.562483,70.1844
41,0.921763,176926,0,-248.709,-6.81097,248.803,0.22647,-14.8835,66.2223,-0.152851,67.8744,-0.0193652,-0.026016,0.95,0.950553,69769.2,-0.578449,263.636,-16.1526,71.9059,-0.181122,73.698
42,0.922981,176929,0,-248.709,-5.81623,248.777,0.226079,-3.33608,67.7615,1.69434,67.8647,-0.0194828,-0.0222164,0.95,0.950459,69773.2,-0.578376,263.331,-3.61488,73.4287,1.82979,73.5404
43,0.94014,180492,0,-248.709,-4.65839,248.753,0.220535,7.15327,67.1114,1.73296,67.5137,-0.0194557,-0.0177937,0.95,0.950366,71226.9,-0.551728,263.917,7.60951,71.3897,1.83692,71.8176
44,0.947013,182084,0,-248.709,-3.32613,248.732,0.224562,16.7331,67.1082,4.0193,69.2796,-0.019255,-0.0127049,0.95,0.95028,71819.7,-0.540862,264.182,17.6711,70.8733,4.24141,73.1661
45,0.977312,189465,0,-248.709,-1.81253,248.716,0.202777,25.3814,59.4385,5.97759,64.9067,-0.0188524,-0.00692334,0.95,0.950212,74923.3,-0.483969,267.055,25.9734,60.8306,6.11591,66.4258
46,1.19253,245474,0,-248.709,18.9198,249.428,0.0517686,12.2545,-15.3106,7.36262,20.9474,0.00799207,0.0722684,0.95,0.952778,98115.9,-0.0588263,286.615,10.276,-12.839,6.17402,17.5657
47,1.20119,248064,0,-248.709,20.8917,249.585,0.0582655,10.4474,-19.8802,7.83679,23.7863,0.00829099,0.0798004,0.95,0.953382,99131.1,-0.0402165,287.494,8.69754,-16.5502,6.52414,19.802
48,1.18314,242711,0,-248.709,16.7957,249.276,0.0480637,14.3279,-10.7788,7.02887,19.2582,0.00761675,0.0641548,0.95,0.952194,97021.6,-0.0788859,285.67,12.1101,-9.11041,5.94089,16.2772
49,1.17268,239639,0,-248.709,14.5503,249.135,0.0477948,16.7645,-5.81198,6.60164,18.9317,0.00715509,0.0555782,0.95,0.951651,95794.2,-0.101385,284.57,14.2958,-4.95605,5.62948,16.1439
50,1.16227,236702,0,-248.709,12.2239,249.01,0.0524832,19.6058,-1.52073,6.03345,20.5695,0.00659814,0.0466918,0.95,0.95117,94607.7,-0.123135,283.564,16.8687,-1.30879,5.19126,17.6979
51,1.43091,339722,0,-248.709,-10.5819,248.934,0.574732,124.708,-258.024,6.51321,286.654,-0.0115444,-0.0404199,0.95,0.95093,124387,0.422751,302.803,87.2133,-180.304,4.61142,200.342
52,1.39024,322618,0,-248.709,-10.3891,248.926,0.506211,134.66,-204.734,4.02716,245.083,-0.0107343,-0.0396835,0.95,0.950889,120401,0.34968,301.662,96.8922,-147.171,2.89564,176.227
53,1.52538,372443,0,-248.709,-10.7104,248.94,0.647599,83.4233,-335.224,1.37263,345.451,-0.0123012,-0.0409106,0.95,0.95096,133321,0.586513,304.443,54.6297,-219.763,0.863835,226.453
54,1.53374,371494,0,-248.709,-10.7821,248.943,0.698592,52.1719,-366.383,0.848054,370.08,-0.0129902,-0.0411845,0.95,0.950981,130727,0.538964,296.928,34.0565,-238.847,0.544254,241.263
55,1.41561,331482,0,-248.709,-10.7035,248.94,0.612113,-153.083,-256.217,-5.28209,298.512,-0.0151254,-0.0408845,0.95,0.951,119992,0.342187,295.341,-107.917,-181.036,-3.6866,210.793
56,1.35742,310770,0,-248.709,-10.5849,248.935,0.522673,-151.738,-191.719,-12.5735,244.824,-0.0157121,-0.0404312,0.95,0.95099,115476,0.259393,296.345,-111.789,-141.243,-9.26439,180.367
57,1.2341,275914,0,-248.709,-10.4068,248.927,0.424742,-139.281,-114.85,-11.4418,180.888,-0.0163043,-0.039751,0.95,0.950971,105057,0.0684068,296.549,-112.776,-93.1203,-9.31564,146.549
58,1.14885,244750,0,-248.709,-10.163,248.917,0.346217,-126.734,-44.3564,-1.9242,134.286,-0.0168801,-0.0388198,0.95,0.950943,94724.5,-0.120995,287.151,-110.468,-38.3746,-1.67414,116.956
59,1.20442,254237,0,-248.709,24.5897,249.922,0.193308,67.2117,-39.7674,15.5676,79.6317,0.000966898,0.0939256,0.95,0.954632,100642,-0.0125251,291.094,55.8029,-33.018,12.9261,66.1153
60,1.19616,251177,0,-248.709,23.0247,249.773,0.186849,67.0847,-32.7799,15.5429,76.2657,-0.000562923,0.0879479,0.95,0.954062,99498.2,-0.0334875,289.772,56.0834,-27.4043,12.9939,63.7588
61,1.21206,251150,0,-248.709,22.6904,249.742,0.066171,8.87883,-24.493,8.15361,27.2988,0.00852386,0.0866709,0.95,0.953983,100337,-0.0181186,288.38,7.32544,-20.2087,6.72729,22.5236
62,1.21489,257667,0,-248.709,25.9727,250.062,0.199145,67.7091,-45.1768,15.7274,82.9024,0.00234502,0.0992083,0.95,0.955169,101935,0.0111732,292.292,55.7331,-37.1871,12.945,68.2395
63,1.25114,275553,0,-248.709,30.5042,250.573,0.26357,60.3212,-96.3597,14.6538,114.624,0.0070428,0.116517,0.95,0.957145,108116,0.12449,301.034,48.2129,-77.0191,11.7145,91.6169
64,1.38119,300647,0,-248.709,31.0371,250.639,0.254838,69.4289,-98.2131,17.6935,121.57,0.00761511,0.118553,0.95,0.957399,118095,0.307413,297.839,50.2927,-70.9798,12.7807,87.9252
65,1.10779,225372,0,-248.709,10.5077,248.931,0.160175,57.6492,8.71374,12.7217,59.6758,-0.0115839,0.0401364,0.95,0.950918,89505.9,-0.216655,281.465,52.0399,7.86585,11.4839,53.8693
66,1.08922,219981,0,-248.709,8.19761,248.844,0.160158,54.4596,17.3383,12.2624,58.4536,-0.0133173,0.0313126,0.95,0.950609,87365,-0.2559,279.417,49.9988,15.9181,11.258,53.6657
67,1.12523,230347,0,-248.709,12.8247,249.04,0.162658,60.2828,0.957968,13.2975,61.7394,-0.00973195,0.0489868,0.95,0.951312,91461.2,-0.180814,283.156,53.5744,0.851062,11.8175,54.8688
68,1.14133,234950,0,-248.709,15.1012,249.167,0.166515,62.4724,-5.92418,13.908,64.2754,-0.00781781,0.0576824,0.95,0.951782,93256.1,-0.147911,284.641,54.7366,-5.1906,12.1858,56.3164
69,1.15626,239300,0,-248.709,17.2929,249.31,0.171026,64.1066,-12.9334,14.7707,67.0455,-0.00589746,0.066054,0.95,0.952312,94942.5,-0.116998,286.047,55.443,-11.1853,12.7744,57.9846
70,1.16696,242816,0,-248.709,19.3618,249.462,0.175643,65.2149,-19.5658,14.7314,69.6622,-0.00402175,0.0739568,0.95,0.952883,96294.6,-0.0922127,287.459,55.8845,-16.7666,12.6237,59.6955
71,1.18261,247262,0,-248.709,21.2789,249.618,0.180891,66.342,-26.1295,15.0142,72.866,-0.00223292,0.0812793,0.95,0.953473,98006.7,-0.060827,288.7,56.0976,-22.0945,12.6961,61.6141
72,1.0002,195695,0,-248.709,-0.116957,248.709,0.185072,32.9101,50.751,7.6756,60.9726,-0.0182237,-0.000446744,0.95,0.950175,77534.5,-0.436104,270.041,32.9055,50.746,7.6752,60.9659
73,1.02689,202723,0,-248.709,1.75323,248.716,0.171234,39.6094,41.6802,9.15394,58.2232,-0.0173527,0.00669683,0.95,0.950182,80428.8,-0.383049,272.843,38.574,40.5901,8.91346,56.7007
74,1.04746,208473,0,-248.709,3.78143,248.738,0.164986,45.3817,33.6131,10.6709,57.4735,-0.016235,0.014444,0.95,0.950248,82758.4,-0.340345,275.236,43.3263,32.0896,10.1875,54.8698
75,1.07014,214465,0,-248.709,5.94134,248.78,0.161614,50.4578,25.797,10.9911,57.7259,-0.0148812,0.0226942,0.95,0.950388,85163.1,-0.296264,277.229,47.1509,24.1057,10.2706,53.9423
76,1.25427,277390,0,-248.709,-9.77985,248.902,0.386417,127.633,-107.651,0.109284,166.97,-0.00896886,-0.0373563,0.95,0.950776,106501,0.0948792,295.79,101.773,-85.789,0.0814598,133.107
77,1.31743,298307,0,-248.709,-10.1247,248.915,0.441097,135.457,-148.854,4.0083,201.301,-0.00987598,-0.0386735,0.95,0.950838,113160,0.216942,299.191,102.883,-112.939,3.07069,152.806
