"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         238,      -11.82488704,      -11.76484453,      -11.47922414,      -12.31567979,      -11.22016192
          0,           0,         239,      -11.84494739,      -11.78689765,      -11.47953175,      -12.43402824,      -11.23958277
          0,           0,         240,      -11.84862766,      -11.79182621,      -11.47958786,      -12.39798269,      -11.24313178
          0,           0,         241,       -11.8288489,      -11.76848205,      -11.47892029,       -12.1732533,      -11.22315944
          0,           0,         242,      -11.82946494,       -11.7715936,      -11.47939352,      -12.37093219,      -11.22446744
          0,           0,         243,      -11.84798909,      -11.79163611,      -11.47954684,      -12.47853117,      -11.24256134
          0,           0,         244,      -11.85293343,      -11.79691855,      -11.47964204,      -12.45121679,      -11.24746862
          0,           0,         245,      -11.83705332,      -11.77813634,      -11.47932889,      -12.24987327,      -11.23141602
          0,           0,         246,       -11.8385569,      -11.78169089,      -11.47964467,      -12.43810735,      -11.23346108
          0,           0,         247,      -11.85209436,      -11.79646844,      -11.47963222,      -12.51772922,      -11.24670211
          0,           0,         248,      -11.85579337,      -11.80027531,      -11.47964702,      -12.47458865,      -11.25036782
          0,           0,         249,       -11.8453607,      -11.78766848,      -11.47943676,      -12.31353286,      -11.23983502
          0,           0,         250,      -11.84923628,       -11.7909474,      -11.47929449,      -12.26263339,      -11.24383965
          0,           0,         251,      -11.83034866,       -11.7686573,       -11.4782096,      -12.11904715,      -11.22468508
          0,           0,         252,      -11.81943254,      -11.75986515,      -11.47907628,      -12.29282527,      -11.21470606
          0,           0,         253,      -11.84231442,       -11.7837682,      -11.47926258,      -12.37137229,      -11.23694859
          0,           0,         254,      -11.84697697,      -11.78946263,      -11.47932482,      -12.35510032,      -11.24150016
          0,           0,         255,      -11.85090822,      -11.79449316,      -11.47946969,       -12.3432596,      -11.24550863
          0,           0,         256,      -11.83149151,      -11.77183026,      -11.47888421,      -12.16873827,      -11.22576015
          0,           0,         257,      -11.82559436,      -11.76779673,      -11.47938715,      -12.36958711,      -11.22064491
          0,           0,         258,      -11.84591216,      -11.78906063,      -11.47950548,      -12.46601283,      -11.24049014
          0,           0,         259,      -11.85163581,      -11.79510459,      -11.47960013,      -12.43278059,      -11.24616095
          0,           0,         260,      -11.83571018,      -11.77621066,      -11.47934801,      -12.23190597,      -11.23009971
          0,           0,         261,      -11.83733623,      -11.78043972,      -11.47958622,      -12.42763999,      -11.23220716
          0,           0,         262,       -11.8516389,      -11.79605435,      -11.47957821,      -12.50181328,      -11.24621568
          0,           0,         263,      -11.85550788,       -11.7999692,      -11.47956164,      -12.45840545,      -11.25007798
          0,           0,         264,      -11.84422618,       -11.7862785,      -11.47937466,      -12.29075542,      -11.23869055
          0,           0,         265,      -11.84601347,       -11.7900808,      -11.47946869,      -12.44176966,      -11.24083265
          0,           0,         266,      -11.85534406,      -11.80031567,        -11.479449,      -12.48410511,      -11.24996308
          0,           0,         267,      -11.85785017,      -11.80286006,      -11.47938835,      -12.45027107,      -11.25246948
          0,           0,         268,      -11.85052859,      -11.79375805,      -11.47927273,      -12.33390915,      -11.24507351
          0,           0,         269,      -11.82639777,      -11.76444648,      -11.47821249,      -12.12450814,      -11.22067789
          0,           0,         270,      -11.82826605,      -11.76804379,      -11.47912964,      -12.31619041,      -11.22348167
          0,           0,         271,      -11.84678514,      -11.78880019,      -11.47952541,      -12.44376526,      -11.24142296
          0,           0,         272,      -11.85166639,      -11.79494053,      -11.47961246,      -12.43775294,      -11.24621402
          0,           0,         273,      -11.85463062,      -11.79885405,      -11.47970044,      -12.41950259,      -11.24925963
          0,           0,         274,      -11.83689684,      -11.77817087,      -11.47916833,      -12.21902071,       -11.2312344
          0,           0,         275,      -11.84002532,       -11.7800051,      -11.47850623,      -12.14398268,      -11.23458459
          0,           0,         276,      -11.83671875,       -11.7772632,      -11.47813679,      -12.12577219,      -11.23137787
          0,           0,         277,      -11.82822413,      -11.76799499,      -11.47675101,       -12.0571285,      -11.22273735
