,Points_1,Pressure,,,,,,,,,,,,,,,r,v,q
1,0.107186,106076,,,,,0.899446891,-0.12166062,,,,,,,,,,,
1,0.110713,109033,,,,,0.920813973,-0.121207911,,,,,,,,,,,
1,0.113707,110687,,,,,0.938952062,-0.133667249,,,,,,,,,,,
1,0.11623,110223,,,,,0.954236764,-0.330083901,,,,,,,,,,,
1,0.118344,121408,,,,,0.967043685,-0.193365787,,,,,,,,,,,
1,0.120108,118663,,,,,0.977730255,-0.389113216,,,,,,,,,,,
1,0.121572,128578,,,,,0.986599381,-0.750158475,,,,,,,,,,,
1,0.122784,152208,,,,,0.993941854,0.025174556,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,-0.0411845,144649,,,,,0.002256054,-0.687133511,,,,,,,,,,,
2,-0.0409106,144299,,,,,0.005160329,-0.455346509,,,,,,,,,,,
2,-0.0404312,126238,,,,,0.00928108,-0.515911099,,,,,,,,,,,
2,-0.039751,103128,,,,,0.014922425,-0.367422551,,,,,,,,,,,
2,-0.0388198,100547,,,,,0.022237031,-0.453929333,,,,,,,,,,,
2,-0.0376124,82980.4,,,,,0.031422998,-0.375472897,,,,,,,,,,,
2,-0.0360961,74246,,,,,0.042729316,-0.232948298,,,,,,,,,,,
2,-0.0342298,70436.5,,,,,0.056451623,-0.101879205,,,,,,,,,,,
2,-0.0319647,67849.2,,,,,0.072921299,-0.029307986,,,,,,,,,,,
2,-0.0292461,64923.5,,,,,0.092489716,0.053598776,,,,,,,,,,,
2,-0.026016,61097.6,,,,,0.115508248,0.116338337,,,,,,,,,,,
2,-0.0222164,60007.8,,,,,0.142301611,0.172962389,,,,,,,,,,,
2,-0.0177937,59661.8,,,,,0.173130305,0.172828545,,,,,,,,,,,
2,-0.0127049,60114.7,,,,,0.20815584,0.199010871,,,,,,,,,,,
2,-0.00692334,63507.8,,,,,0.247392004,0.229919085,,,,,,,,,,,
2,-0.000446744,72656.7,,,,,0.290668819,0.227124099,,,,,,,,,,,
2,0.00669683,80593.7,,,,,0.337602307,0.231489788,,,,,,,,,,,
2,0.014444,83247.4,,,,,0.387583224,0.229747843,,,,,,,,,,,
2,0.0226942,85439.8,,,,,0.43979475,0.214239607,,,,,,,,,,,
2,0.0313126,87450.8,,,,,0.493250619,0.197192162,,,,,,,,,,,
2,0.0401364,89639.1,,,,,0.546867636,0.174411058,,,,,,,,,,,
2,0.0489868,91354.4,,,,,0.599546851,0.154763488,,,,,,,,,,,
2,0.0576824,93021,,,,,0.650263226,0.132216612,,,,,,,,,,,
2,0.066054,94594.2,,,,,0.698139543,0.108862733,,,,,,,,,,,
2,0.0739568,96062.5,,,,,0.742500318,0.08470382,,,,,,,,,,,
2,0.0812793,97642.7,,,,,0.782899671,0.063164714,,,,,,,,,,,
2,0.0879479,99066.6,,,,,0.819113451,0.043182532,,,,,,,,,,,
2,0.0939256,100447,,,,,0.851116819,0.019446803,,,,,,,,,,,
2,0.0992083,102204,,,,,0.879049113,-0.001436859,,,,,,,,,,,
2,0.103819,103630,,,,,0.903154477,-0.019840463,,,,,,,,,,,
2,0.107798,105202,,,,,0.923770348,-0.055939084,,,,,,,,,,,
2,0.111201,107170,,,,,0.941254157,-0.06522946,,,,,,,,,,,
2,0.114087,109614,,,,,0.955975452,-0.118688487,,,,,,,,,,,
2,0.116517,111327,,,,,0.968309838,-0.145555781,,,,,,,,,,,
2,0.118553,119145,,,,,0.978584454,-0.136521284,,,,,,,,,,,
2,0.120249,116248,,,,,0.987120381,-0.343684853,,,,,,,,,,,
2,0.121658,126215,,,,,0.994172063,-0.187323106,,,,,,,,,,,
2,0.122822,144518,,,,,1,-0.450012416,,,,,,,,,,,
2,0.123784,101204,,,,,,,,,,,,,,,,,
