,Points_1,Pressure,,,,,,,,,,,,,,,r,v,q
2,-0.0280606,97818.2,,,,,0.080103231,0.170447866,,,,,,,,,,,
2,-0.0311008,97952.5,,,,,0.061685255,0.16392022,,,,,,,,,,,
2,-0.0336234,100302,,,,,0.046402976,0.049722872,,,,,,,,,,,
2,-0.0356896,100389,,,,,0.033885634,0.045494241,,,,,,,,,,,
2,-0.0373563,103549,,,,,0.023788522,-0.108097426,,,,,,,,,,,
2,-0.0386735,106771,,,,,0.015808732,-0.2647026,,,,,,,,,,,
2,-0.0396835,108646,,,,,0.009690005,-0.355836896,,,,,,,,,,,
2,-0.0404199,113089,,,,,0.005228786,-0.571788724,,,,,,,,,,,
2,-0.0408845,108012,,,,,0.002414171,-0.325021353,,,,,,,,,,,
2,-0.0411447,107637,,,,,0.000837842,-0.306794494,,,,,,,,,,,
2,-0.0412612,111901,,,,,0.000132068,-0.514046034,,,,,,,,,,,
2,-0.041283,108952,,,,,0,-0.370710013,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,0.123784,99798.7,,,,,1,0.074185747,,,,,,,,,,,
1,0.122822,120487,,,,,0.994172063,-0.931368202,,,,,,,,,,,
1,0.121658,114743,,,,,0.987120381,-0.652181324,,,,,,,,,,,
1,0.120249,102133,,,,,0.978584454,-0.039272806,,,,,,,,,,,
1,0.118553,109905,,,,,0.968309838,-0.417030538,,,,,,,,,,,
1,0.116517,103261,,,,,0.955975452,-0.094099198,,,,,,,,,,,
1,0.114087,104097,,,,,0.941254157,-0.134732943,,,,,,,,,,,
1,0.111201,103756,,,,,0.923770348,-0.118158652,,,,,,,,,,,
1,0.107798,101732,,,,,0.903154477,-0.019782218,,,,,,,,,,,
1,0.103819,101863,,,,,0.879049113,-0.026149467,,,,,,,,,,,
1,0.0992083,100689,,,,,0.851116819,0.030912753,,,,,,,,,,,
1,0.0939256,100243,,,,,0.819113451,0.052590564,,,,,,,,,,,
1,0.0879479,99621.4,,,,,0.782899671,0.082803406,,,,,,,,,,,
1,0.0812793,99082.3,,,,,0.742500318,0.109006339,,,,,,,,,,,
1,0.0739568,98296.2,,,,,0.698139543,0.147214696,,,,,,,,,,,
1,0.066054,97600.6,,,,,0.650263226,0.181024305,,,,,,,,,,,
1,0.0576824,96892.2,,,,,0.599546851,0.215456057,,,,,,,,,,,
1,0.0489868,96146.4,,,,,0.546867636,0.251705635,,,,,,,,,,,
1,0.0401364,95232.7,,,,,0.493250619,0.296115985,,,,,,,,,,,
1,0.0313126,94444.8,,,,,0.43979475,0.334411831,,,,,,,,,,,
1,0.0226942,93630.5,,,,,0.387583224,0.373990848,,,,,,,,,,,
1,0.014444,92737.8,,,,,0.337602307,0.417380494,,,,,,,,,,,
1,0.00669683,91941.1,,,,,0.290668819,0.456104064,,,,,,,,,,,
1,-0.000446744,91205.1,,,,,0.247392004,0.491877313,,,,,,,,,,,
1,-0.00692334,90449.8,,,,,0.20815584,0.528588637,,,,,,,,,,,
1,-0.0127049,89711.5,,,,,0.173130305,0.564473678,,,,,,,,,,,
1,-0.0177937,89329.9,,,,,0.142301611,0.58302133,,,,,,,,,,,
1,-0.0222164,88918.7,,,,,0.115508248,0.603007688,,,,,,,,,,,
1,-0.026016,88118.4,,,,,0.092489716,0.641906236,,,,,,,,,,,
1,-0.0292461,88335.7,,,,,0.072921299,0.631344379,,,,,,,,,,,
1,-0.0319647,87536.3,,,,,0.056451623,0.670199182,,,,,,,,,,,
1,-0.0342298,87972.9,,,,,0.042729316,0.648978257,,,,,,,,,,,
1,-0.0360961,88540.1,,,,,0.031422998,0.621409525,,,,,,,,,,,
1,-0.0376124,91824.3,,,,,0.022237031,0.461781123,,,,,,,,,,,
1,-0.0388198,93506.4,,,,,0.014922425,0.380022723,,,,,,,,,,,
1,-0.039751,100871,,,,,0.00928108,0.022066651,,,,,,,,,,,
1,-0.0404312,100048,,,,,0.005160329,0.062068531,,,,,,,,,,,
1,-0.0409106,110059,,,,,0.002256054,-0.424515702,,,,,,,,,,,
1,-0.0411845,118050,,,,,0.000596727,-0.81291792,,,,,,,,,,,
