Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus,,
242,1.00948,0,80.5966,0,8.57E-08,0,0,0,0,0,0,0.00010594,-0.0018174,0,0.00182049,32.2387,0.985245,0.000109945,-0.000937293,0,0.000943719,1.00598,0,0,0,0,0.228112,,
243,1.00954,0,80.6012,0,8.57E-08,0,0,0,0,0,0,8.77E-05,-0.0016545,0,0.00165682,32.2405,0.988908,9.14E-05,-0.000856747,0,0.000861607,1.00598,0,0,0,0,0.218728,,
244,1.0096,0,80.6053,0,8.57E-08,0,0,0,0,0,0,7.18E-05,-0.00149738,0,0.0014991,32.2421,0.992152,7.50E-05,-0.000777574,0,0.000781182,1.00597,0,0,0,0,0.209025,,
245,1.00966,0,80.6088,0,8.57E-08,0,0,0,0,0,0,5.80E-05,-0.00134585,0,0.0013471,32.2435,0.994992,6.07E-05,-0.000700708,0,0.000703331,1.00596,0,0,0,0,0.19908,,
246,1.00971,0,80.6119,0,8.57E-08,0,0,0,0,0,0,4.60E-05,-0.00119975,0,0.00120063,32.2448,0.997488,4.83E-05,-0.000626127,0,0.000627987,1.00595,0,0,0,0,0.188844,,
247,1.00975,0,80.6146,0,8.57E-08,0,0,0,0,0,0,3.58E-05,-0.00105889,0,0.0010595,32.2458,0.999638,3.76E-05,-0.000553168,0,0.000554446,1.00594,0,0,0,0,0.178153,,
248,1.00979,0,80.6169,0,8.57E-08,0,0,0,0,0,0,2.72E-05,-0.000923102,0,0.000923503,32.2468,1.00146,2.86E-05,-0.000482121,0,0.000482966,1.00593,0,0,0,0,0.16696,,
249,1.00982,0,80.6188,0,8.57E-08,0,0,0,0,0,0,2.00E-05,-0.000792218,0,0.000792472,32.2475,1.00299,2.10E-05,-0.000412877,0,0.00041341,1.00592,0,0,0,0,0.15513,,
250,1.00985,0,80.6204,0,8.57E-08,0,0,0,0,0,0,1.42E-05,-0.000666073,0,0.000666223,32.2482,1.00424,1.48E-05,-0.000345443,0,0.000345758,1.00591,0,0,0,0,0.142497,,
251,1.00987,0,80.6216,0,8.57E-08,0,0,0,0,0,0,9.45E-06,-0.000544505,0,0.000544587,32.2487,1.00525,9.78E-06,-0.000280073,0,0.000280244,1.00591,0,0,0,0,0.128873,,
252,1.00988,0,80.6226,0,8.57E-08,0,0,0,0,0,0,5.82E-06,-0.000427359,0,0.000427399,32.249,1.00602,5.95E-06,-0.000217131,0,0.000217213,1.00591,0,0,0,0,0.113992,,
253,1.00989,0,80.6233,0,8.57E-08,0,0,0,0,0,0,3.15E-06,-0.000314482,0,0.000314498,32.2493,1.0066,3.17E-06,-0.000157129,0,0.000157161,1.0059,0,0,0,0,0.0974335,,
254,1.0099,0,80.6238,0,8.57E-08,0,0,0,0,0,0,1.35E-06,-0.000205725,0,0.000205729,32.2495,1.00699,1.33E-06,-0.000100722,0,0.000100731,1.0059,0,0,0,0,0.0783953,,
255,1.0099,0,80.6241,0,8.57E-08,0,0,0,0,0,0,3.24E-07,-0.000100944,0,0.000100945,32.2496,1.00723,3.17E-07,-4.84E-05,0,4.84E-05,1.0059,0,0,0,0,0.0546398,,
256,1.00991,0,80.6242,0,8.57E-08,0,0,0,0,0,0,0,0,0,0,32.2497,1.00731,-1.91E-21,-4.51E-08,0,4.51E-08,1.0059,0,0,0,0,0.00167372,,
257,1.0099,0,80.6241,0,8.57E-08,0,0,0,0,0,0,3.24E-07,0.000100944,0,0.000100945,32.2496,1.00723,3.16E-07,4.83E-05,0,4.83E-05,1.0059,0,0,0,0,0.0545888,,
258,1.0099,0,80.6238,0,8.57E-08,0,0,0,0,0,0,1.35E-06,0.000205725,0,0.000205729,32.2495,1.00699,1.33E-06,0.00010063,0,0.000100639,1.0059,0,0,0,0,0.0783598,,
259,1.00989,0,80.6233,0,8.57E-08,0,0,0,0,0,0,3.15E-06,0.000314482,0,0.000314498,32.2493,1.0066,3.17E-06,0.000157037,0,0.000157069,1.0059,0,0,0,0,0.097405,,
260,1.00988,0,80.6226,0,8.57E-08,0,0,0,0,0,0,5.82E-06,0.000427359,0,0.000427399,32.249,1.00603,5.95E-06,0.000217039,0,0.00021712,1.00591,0,0,0,0,0.113968,,
261,1.00987,0,80.6216,0,8.57E-08,0,0,0,0,0,0,9.45E-06,0.000544505,0,0.000544587,32.2487,1.00525,9.77E-06,0.000279981,0,0.000280152,1.00591,0,0,0,0,0.128852,,
262,1.00985,0,80.6204,0,8.57E-08,0,0,0,0,0,0,1.42E-05,0.000666073,0,0.000666223,32.2482,1.00425,1.47E-05,0.000345351,0,0.000345666,1.00591,0,0,0,0,0.142478,,
263,1.00982,0,80.6188,0,8.57E-08,0,0,0,0,0,0,2.00E-05,0.000792218,0,0.000792472,32.2475,1.00299,2.10E-05,0.000412786,0,0.000413319,1.00592,0,0,0,0,0.155113,,
264,1.00979,0,80.6169,0,8.57E-08,0,0,0,0,0,0,2.72E-05,0.000923102,0,0.000923503,32.2468,1.00146,2.86E-05,0.00048203,0,0.000482876,1.00593,0,0,0,0,0.166945,,
265,1.00975,0,80.6146,0,8.57E-08,0,0,0,0,0,0,3.58E-05,0.00105889,0,0.0010595,32.2459,0.999641,3.76E-05,0.000553078,0,0.000554356,1.00594,0,0,0,0,0.178138,,
266,1.00971,0,80.6119,0,8.57E-08,0,0,0,0,0,0,4.60E-05,0.00119975,0,0.00120063,32.2448,0.99749,4.83E-05,0.000626037,0,0.000627897,1.00595,0,0,0,0,0.18883,,
267,1.00966,0,80.6088,0,8.57E-08,0,0,0,0,0,0,5.80E-05,0.00134585,0,0.0013471,32.2435,0.994995,6.07E-05,0.000700618,0,0.000703241,1.00596,0,0,0,0,0.199067,,
268,1.0096,0,80.6053,0,8.57E-08,0,0,0,0,0,0,7.18E-05,0.00149738,0,0.0014991,32.2421,0.992155,7.50E-05,0.000777484,0,0.000781092,1.00597,0,0,0,0,0.209013,,
269,1.00954,0,80.6012,0,8.57E-08,0,0,0,0,0,0,8.77E-05,0.0016545,0,0.00165682,32.2405,0.988911,9.14E-05,0.000856658,0,0.000861518,1.00598,0,0,0,0,0.218716,,
270,1.00948,0,80.5966,0,8.57E-08,0,0,0,0,0,0,0.00010594,0.0018174,0,0.00182049,32.2387,0.985248,0.000109935,0.000937205,0,0.000943631,1.00598,0,0,0,0,0.228101,,
271,1.0094,0,80.5916,0,8.57E-08,0,0,0,0,0,0,0.000126647,0.00198628,0,0.00199031,32.2366,0.981199,0.000130866,0.00101962,0,0.00102799,1.00599,0,0,0,0,0.237272,,
272,1.00933,0,80.586,0,8.57E-08,0,0,0,0,0,0,0.000150079,0.0021613,0,0.0021665,32.2344,0.976702,0.000154455,0.00110464,0,0.00111538,1.006,0,0,0,0,0.246343,,
273,1.00924,0,80.5797,0,8.57E-08,0,0,0,0,0,0,0.000176479,0.00234267,0,0.0023493,32.2319,0.971731,0.000180871,0.00119191,0,0.00120556,1.00601,0,0,0,0,0.255296,,
274,1.00915,0,80.573,0,8.57E-08,0,0,0,0,0,0,0.000206114,0.00253056,0,0.00253894,32.2292,0.966303,0.000210116,0.0012801,0,0.00129723,1.00602,0,0,0,0,0.264013,,
275,1.00905,0,80.5657,0,8.57E-08,0,0,0,0,0,0,0.000239266,0.00272518,0,0.00273567,32.2263,0.960455,0.000242317,0.00136897,0,0.00139025,1.00602,0,0,0,0,0.272504,,
276,1.00894,0,80.5577,0,8.57E-08,0,0,0,0,0,0,0.000276236,0.00292672,0,0.00293973,32.2231,0.954095,0.00027825,0.00146162,0,0.00148787,1.00603,0,0,0,0,0.281099,,
277,1.00883,0,80.549,0,8.57E-08,0,0,0,0,0,0,0.000317351,0.00313536,0,0.00315138,32.2196,0.94713,0.000317705,0.00155547,0,0.00158759,1.00603,0,0,0,0,0.28956,,
278,1.00871,0,80.5394,0,8.57E-08,0,0,0,0,0,0,0.000362954,0.00335129,0,0.00337089,32.2158,0.939489,0.000360733,0.00164977,0,0.00168875,1.00604,0,0,0,0,0.29784,,
279,1.00858,0,80.529,0,8.57E-08,0,0,0,0,0,0,0.000413415,0.0035747,0,0.00359852,32.2116,0.931163,0.00040797,0.00174633,0,0.00179335,1.00604,0,0,0,0,0.306127,,
280,1.00843,0,80.5175,0,8.57E-08,0,0,0,0,0,0,0.000469128,0.00380577,0,0.00383458,32.207,0.921973,0.000459593,0.00184474,0,0.00190113,1.00604,0,0,0,0,0.314397,,
281,1.00827,0,80.5048,0,8.57E-08,0,0,0,0,0,0,0.000530506,0.00404468,0,0.00407933,32.2019,0.911792,0.000515905,0.00194505,0,0.00201231,1.00604,0,0,0,0,0.322669,,
282,1.0081,0,80.4907,0,8.57E-08,0,0,0,0,0,0,0.000597992,0.00429161,0,0.00433307,32.1963,0.900506,0.000577078,0.00204674,0,0.00212654,1.00604,0,0,0,0,0.330916,,
283,1.0079,0,80.4751,0,8.57E-08,0,0,0,0,0,0,0.000672056,0.00454672,0,0.00459612,32.19,0.88801,0.000642858,0.00214801,0,0.00224214,1.00603,0,0,0,0,0.339012,,
284,1.00769,0,80.4578,0,8.57E-08,0,0,0,0,0,0,0.000753189,0.00481018,0,0.00486879,32.1831,0.874148,0.000713534,0.00224916,0,0.00235963,1.00603,0,0,0,0,0.347005,,
285,1.00746,0,80.4386,0,8.57E-08,0,0,0,0,0,0,0.00084191,0.00508213,0,0.00515139,32.1754,0.858782,0.000788971,0.00234909,0,0.00247804,1.00602,0,0,0,0,0.354836,,
286,1.0072,0,80.4174,0,8.57E-08,0,0,0,0,0,0,0.000938764,0.00536271,0,0.00544426,32.167,0.841851,0.000868655,0.00244585,0,0.00259553,1.00602,0,0,0,0,0.362386,,
287,1.00692,0,80.3943,0,8.57E-08,0,0,0,0,0,0,0.00104432,0.00565206,0,0.00574773,32.1577,0.823407,0.000952384,0.00253874,0,0.0027115,1.00601,0,0,0,0,0.369637,,
288,1.00662,0,80.3694,0,8.57E-08,0,0,0,0,0,0,0.00115919,0.0059503,0,0.00606216,32.1478,0.803435,0.00103979,0.00262681,0,0.00282512,1.006,0,0,0,0,0.376552,,
289,1.00629,0,80.3427,0,8.57E-08,0,0,0,0,0,0,0.00128399,0.00625754,0,0.00638791,32.1371,0.782059,0.00113036,0.00270903,0,0.00293539,1.00599,0,0,0,0,0.38309,,
290,1.00595,0,80.3144,0,8.57E-08,0,0,0,0,0,0,0.00141938,0.00657386,0,0.00672535,32.1258,0.759449,0.00122391,0.0027853,0,0.00304234,1.00597,0,0,0,0,0.389274,,
291,1.00559,0,80.2847,0,8.57E-08,0,0,0,0,0,0,0.00156602,0.00689935,0,0.00707485,32.1139,0.735683,0.00132028,0.00285565,0,0.00314609,1.00596,0,0,0,0,0.395134,,
292,1.00522,0,80.2537,0,8.57E-08,0,0,0,0,0,0,0.00172462,0.00723408,0,0.00743681,32.1015,0.710861,0.00141896,0.00291944,0,0.00324601,1.00594,0,0,0,0,0.40065,,
293,1.00484,0,80.2215,0,8.57E-08,0,0,0,0,0,0,0.00189591,0.00757808,0,0.00781164,32.0886,0.685138,0.00151965,0.00297663,0,0.00334211,1.00592,0,0,0,0,0.405838,,
294,1.00444,0,80.1883,0,8.57E-08,0,0,0,0,0,0,0.00208062,0.0079314,0,0.00819976,32.0753,0.65854,0.00162224,0.00302759,0,0.00343481,1.0059,0,0,0,0,0.410743,,
295,1.00404,0,80.154,0,8.57E-08,0,0,0,0,0,0,0.00227954,0.00829404,0,0.00860159,32.0616,0.631151,0.00172635,0.00307215,0,0.00352397,1.00588,0,0,0,0,0.415366,,
296,1.00362,0,80.1189,0,8.57E-08,0,0,0,0,0,0,0.00249343,0.00866602,0,0.0090176,32.0476,0.603056,0.00183169,0.00311041,0,0.00360968,1.00585,0,0,0,0,0.419727,,
297,1.0032,0,80.083,0,8.57E-08,0,0,0,0,0,0,0.00272313,0.00904731,0,0.00944824,32.0332,0.574325,0.00193798,0.00314254,0,0.00369206,1.00582,0,0,0,0,0.423844,,
298,1.00278,0,80.0464,0,8.57E-08,0,0,0,0,0,0,0.00296944,0.00943789,0,0.00989401,32.0185,0.545027,0.00204472,0.00316834,0,0.00377084,1.00579,0,0,0,0,0.427711,,
299,1.00234,0,80.0092,0,8.57E-08,0,0,0,0,0,0,0.00323322,0.00983771,0,0.0103554,32.0037,0.515284,0.0021515,0.00318785,0,0.00384595,1.00576,0,0,0,0,0.431332,,
300,1.00191,0,79.9715,0,8.57E-08,0,0,0,0,0,0,0.00351532,0.0102467,0,0.0108329,31.9886,0.485138,0.00225915,0.00320294,0,0.00391951,1.00572,0,0,0,0,0.434835,,
301,1.00147,0,79.9335,0,8.57E-08,0,0,0,0,0,0,0.00381661,0.0106648,0,0.0113272,31.9734,0.454728,0.00236819,0.0032147,0,0.00399282,1.00568,0,0,0,0,0.438294,,
302,1.00104,0,79.8952,0,8.57E-08,0,0,0,0,0,0,0.00413797,0.0110919,0,0.0118386,31.9581,0.424087,0.00247857,0.00322341,0,0.00406616,1.00563,0,0,0,0,0.441728,,
303,1.00061,0,79.8568,0,8.57E-08,0,0,0,0,0,0,0.00448031,0.011528,0,0.012368,31.9427,0.393354,0.00258994,0.00322888,0,0.00413926,1.00559,0,0,0,0,0.445123,,
304,1.00018,0,79.8183,0,8.57E-08,0,0,0,0,0,0,0.00484455,0.0119728,0,0.0129158,31.9273,0.362605,0.00270234,0.0032315,0,0.00421251,1.00553,0,0,0,0,0.448502,,
305,0.999749,0,79.7799,0,8.57E-08,0,0,0,0,0,0,0.00523163,0.0124264,0,0.0134828,31.912,0.331894,0.00281537,0.00323108,0,0.00428558,1.00548,0,0,0,0,0.451847,,
306,0.999329,0,79.7418,0,8.57E-08,0,0,0,0,0,0,0.00564249,0.0128886,0,0.0140696,31.8967,0.301415,0.00292899,0.00322788,0,0.00435869,1.00542,0,0,0,0,0.455171,,
307,0.998915,0,79.704,0,8.57E-08,0,0,0,0,0,0,0.00607803,0.0133592,0,0.0146769,31.8816,0.271127,0.00304312,0.00322209,0,0.00443198,1.00536,0,0,0,0,0.458482,,
308,0.998508,0,79.6665,0,8.57E-08,0,0,0,0,0,0,0.00653926,0.0138381,0,0.0153054,31.8666,0.241126,0.00315654,0.00321273,0,0.00450393,1.0053,0,0,0,0,0.461705,,
309,0.998111,0,79.6297,0,8.57E-08,0,0,0,0,0,0,0.00702718,0.0143252,0,0.015956,31.8519,0.211694,0.00326917,0.00320013,0,0.00457474,1.00523,0,0,0,0,0.464851,,
310,0.997723,0,79.5936,0,8.57E-08,0,0,0,0,0,0,0.00754279,0.0148204,0,0.0166295,31.8374,0.18279,0.00338152,0.00318505,0,0.00464534,1.00517,0,0,0,0,0.467968,,
311,0.997346,0,79.5582,0,8.57E-08,0,0,0,0,0,0,0.00808703,0.0153235,0,0.0173266,31.8233,0.154458,0.00349265,0.00316689,0,0.00471464,1.0051,0,0,0,0,0.471002,,
312,0.996978,0,79.5235,0,8.57E-08,0,0,0,0,0,0,0.00866098,0.0158343,0,0.0180482,31.8094,0.12677,0.00360206,0.00314562,0,0.00478223,1.00503,0,0,0,0,0.473938,,
313,0.996621,0,79.4898,0,8.57E-08,0,0,0,0,0,0,0.00926572,0.0163528,0,0.0187954,31.7959,0.0997583,0.00370989,0.00312166,0,0.00484851,1.00497,0,0,0,0,0.476796,,
314,0.996274,0,79.4569,0,8.56E-08,0,0,0,0,0,0,0.00990228,0.0168788,0,0.0195691,31.7827,0.0734342,0.00381552,0.00309455,0,0.00491268,1.0049,0,0,0,0,0.479537,,
315,0.995941,0,79.4252,0,8.56E-08,0,0,0,0,0,0,0.0105717,0.0174121,0,0.0203701,31.7701,0.0480706,0.00391654,0.00306337,0,0.00497228,1.00484,0,0,0,0,0.482047,,
316,0.995618,0,79.3943,0,8.56E-08,0,0,0,0,0,0,0.0112752,0.0179526,0,0.0211997,31.7577,0.0233734,0.00401919,0.00303268,0,0.00503498,1.00477,0,0,0,0,0.4847,,
317,0.995305,0,79.3644,0,8.56E-08,0,0,0,0,0,0,0.0120138,0.0185002,0,0.0220588,31.7458,-0.000558135,0.00411404,0.00299564,0,0.00508912,1.00471,0,0,0,0,0.486934,,
318,0.995007,0,79.3357,0,8.56E-08,0,0,0,0,0,0,0.0127887,0.0190547,0,0.0229485,31.7343,-0.0234804,0.00420781,0.00295811,0,0.00514355,1.00465,0,0,0,0,0.489178,,
319,0.994718,0,79.3079,0,8.56E-08,0,0,0,0,0,0,0.0136011,0.019616,0,0.02387,31.7232,-0.0457465,0.00429704,0.00291716,0,0.00519369,1.00459,0,0,0,0,0.491215,,
320,0.994442,0,79.2812,0,8.56E-08,0,0,0,0,0,0,0.0144522,0.020184,0,0.0248246,31.7125,-0.0670915,0.00438089,0.00287292,0,0.00523888,1.00453,0,0,0,0,0.493018,,
321,0.994177,0,79.2556,0,8.56E-08,0,0,0,0,0,0,0.0153433,0.0207585,0,0.0258134,31.7022,-0.0875696,0.00445979,0.00282609,0,0.00527982,1.00447,0,0,0,0,0.494623,,
322,0.993926,0,79.2311,0,8.56E-08,0,0,0,0,0,0,0.0162755,0.0213394,0,0.0268377,31.6924,-0.10721,0.00453361,0.0027769,0,0.00531646,1.00441,0,0,0,0,0.496031,,
323,0.993686,0,79.2075,0,8.56E-08,0,0,0,0,0,0,0.0172503,0.0219266,0,0.0278989,31.683,-0.126049,0.00460227,0.0027255,0,0.00534876,1.00436,0,0,0,0,0.497241,,
324,0.993459,0,79.1849,0,8.56E-08,0,0,0,0,0,0,0.0182689,0.0225199,0,0.0289982,31.674,-0.144109,0.00466539,0.00267192,0,0.00537634,1.0043,0,0,0,0,0.498239,,
325,0.993243,0,79.1634,0,8.56E-08,0,0,0,0,0,0,0.0193326,0.0231192,0,0.0301372,31.6654,-0.161358,0.00472296,0.00261645,0,0.00539928,1.00424,0,0,0,0,0.49903,,
326,0.99304,0,79.1428,0,8.56E-08,0,0,0,0,0,0,0.020443,0.0237244,0,0.0313171,31.6571,-0.177816,0.0047753,0.00255946,0,0.00541797,1.00419,0,0,0,0,0.499633,,
327,0.992848,0,79.1232,0,8.56E-08,0,0,0,0,0,0,0.0216015,0.0243352,0,0.0325396,31.6493,-0.19351,0.00482252,0.00250121,0,0.00543257,1.00413,0,0,0,0,0.500058,,
328,0.992668,0,79.1045,0,8.56E-08,0,0,0,0,0,0,0.0228094,0.0249517,0,0.0338062,31.6418,-0.208458,0.0048648,0.002442,0,0.00544331,1.00408,0,0,0,0,0.500314,,
329,0.992499,0,79.0867,0,8.56E-08,0,0,0,0,0,0,0.0240684,0.0255736,0,0.0351183,31.6347,-0.222683,0.00490241,0.00238213,0,0.00545052,1.00402,0,0,0,0,0.500418,,
330,0.99234,0,79.0698,0,8.56E-08,0,0,0,0,0,0,0.02538,0.0262008,0,0.0364777,31.6279,-0.23622,0.00493573,0.00232192,0,0.00545461,1.00397,0,0,0,0,0.500388,,
331,0.992191,0,79.0537,0,8.56E-08,0,0,0,0,0,0,0.0267457,0.0268331,0,0.037886,31.6215,-0.249109,0.004965,0.00226152,0,0.0054558,1.00392,0,0,0,0,0.500235,,
332,0.992053,0,79.0384,0,8.56E-08,0,0,0,0,0,0,0.0281672,0.0274703,0,0.0393448,31.6154,-0.261317,0.0049901,0.00220098,0,0.00545394,1.00386,0,0,0,0,0.499952,,
333,0.991924,0,79.024,0,8.56E-08,0,0,0,0,0,0,0.0296462,0.0281124,0,0.0408559,31.6096,-0.272882,0.00501183,0.00214076,0,0.00544989,1.00381,0,0,0,0,0.499577,,
334,0.991804,0,79.0103,0,8.56E-08,0,0,0,0,0,0,0.0311843,0.0287591,0,0.0424211,31.6041,-0.283852,0.00502975,0.00208068,0,0.00544313,1.00376,0,0,0,0,0.499087,,
335,0.991693,0,78.9973,0,8.56E-08,0,0,0,0,0,0,0.0327834,0.0294101,0,0.0440421,31.5989,-0.29424,0.00504438,0.00202103,0,0.00543418,1.0037,0,0,0,0,0.498505,,
336,0.99159,0,78.985,0,8.56E-08,0,0,0,0,0,0,0.0344451,0.0300655,0,0.0457209,31.594,-0.304082,0.0050558,0.00196187,0,0.0054231,1.00365,0,0,0,0,0.497833,,
337,0.991496,0,78.9734,0,8.56E-08,0,0,0,0,0,0,0.0361713,0.0307248,0,0.0474592,31.5893,-0.313376,0.00506458,0.00190344,0,0.00541046,1.0036,0,0,0,0,0.497097,,
338,0.991408,0,78.9624,0,8.56E-08,0,0,0,0,0,0,0.0379639,0.031388,0,0.0492591,31.585,-0.322148,0.00507093,0.00184582,0,0.00539642,1.00355,0,0,0,0,0.496304,,
339,0.991328,0,78.9521,0,8.56E-08,0,0,0,0,0,0,0.0398248,0.0320547,0,0.0511226,31.5808,-0.330421,0.00507509,0.00178909,0,0.00538121,1.0035,0,0,0,0,0.495463,,
340,0.991255,0,78.9423,0,8.56E-08,0,0,0,0,0,0,0.0417559,0.0327247,0,0.0530515,31.5769,-0.338218,0.0050773,0.00173332,0,0.00536502,1.00345,0,0,0,0,0.494583,,
341,0.991187,0,78.9331,0,8.55E-08,0,0,0,0,0,0,0.0437592,0.0333978,0,0.055048,31.5732,-0.345565,0.00507773,0.00167856,0,0.00534798,1.0034,0,0,0,0,0.493668,,
342,0.991126,0,78.9245,0,8.55E-08,0,0,0,0,0,0,0.0458366,0.0340737,0,0.057114,31.5698,-0.35246,0.00507655,0.00162484,0,0.00533024,1.00335,0,0,0,0,0.492727,,
343,0.99107,0,78.9164,0,8.55E-08,0,0,0,0,0,0,0.0479904,0.0347521,0,0.0592519,31.5666,-0.358932,0.005074,0.0015722,0,0.00531199,1.00331,0,0,0,0,0.491767,,
344,0.99102,0,78.9088,0,8.55E-08,0,0,0,0,0,0,0.0502224,0.0354327,0,0.0614635,31.5635,-0.364999,0.00507021,0.00152065,0,0.00529334,1.00326,0,0,0,0,0.490793,,
345,0.990975,0,78.9017,0,8.55E-08,0,0,0,0,0,0,0.0525349,0.0361151,0,0.0637512,31.5607,-0.370678,0.00506531,0.0014702,0,0.00527436,1.00322,0,0,0,0,0.489807,,
346,0.990934,0,78.8951,0,8.55E-08,0,0,0,0,0,0,0.05493,0.036799,0,0.0661171,31.558,-0.375978,0.00505946,0.00142086,0,0.00525518,1.00317,0,0,0,0,0.488816,,
347,0.990898,0,78.8889,0,8.55E-08,0,0,0,0,0,0,0.0574099,0.0374841,0,0.0685635,31.5556,-0.380913,0.0050528,0.00137262,0,0.00523592,1.00313,0,0,0,0,0.487824,,
348,0.990866,0,78.8832,0,8.55E-08,0,0,0,0,0,0,0.0599767,0.03817,0,0.0710925,31.5533,-0.385502,0.00504542,0.00132548,0,0.00521662,1.00309,0,0,0,0,0.486833,,
349,0.990839,0,78.8779,0,8.55E-08,0,0,0,0,0,0,0.0626327,0.0388562,0,0.0737066,31.5512,-0.389757,0.00503743,0.00127941,0,0.00519736,1.00305,0,0,0,0,0.485847,,
350,0.990815,0,78.873,0,8.55E-08,0,0,0,0,0,0,0.0653801,0.0395424,0,0.0764078,31.5492,-0.393685,0.0050289,0.00123441,0,0.00517819,1.00301,0,0,0,0,0.484868,,
351,0.990794,0,78.8685,0,8.55E-08,0,0,0,0,0,0,0.0682212,0.040228,0,0.0791987,31.5474,-0.397299,0.00501994,0.00119046,0,0.00515917,1.00298,0,0,0,0,0.483898,,
352,0.990777,0,78.8643,0,8.55E-08,0,0,0,0,0,0,0.0711583,0.0409126,0,0.0820814,31.5457,-0.400612,0.00501061,0.00114753,0,0.00514034,1.00294,0,0,0,0,0.48294,,
353,0.990764,0,78.8605,0,8.55E-08,0,0,0,0,0,0,0.0741937,0.0415958,0,0.0850583,31.5442,-0.403633,0.00500097,0.00110559,0,0.00512172,1.00291,0,0,0,0,0.481993,,
354,0.990753,0,78.8571,0,8.55E-08,0,0,0,0,0,0,0.0773296,0.042277,0,0.0881318,31.5428,-0.406368,0.00499106,0.00106463,0,0.00510335,1.00287,0,0,0,0,0.481061,,
355,0.990746,0,78.854,0,8.55E-08,0,0,0,0,0,0,0.0805684,0.0429556,0,0.0913041,31.5416,-0.40883,0.00498095,0.00102461,0,0.00508525,1.00284,0,0,0,0,0.480142,,
356,0.990741,0,78.8513,0,8.55E-08,0,0,0,0,0,0,0.0839123,0.0436311,0,0.0945777,31.5405,-0.411025,0.00497067,0.00098551,0,0.00506742,1.00281,0,0,0,0,0.479239,,
357,0.990739,0,78.8489,0,8.55E-08,0,0,0,0,0,0,0.0873637,0.0443029,0,0.0979549,31.5396,-0.412959,0.00496024,0.000947298,0,0.00504988,1.00278,0,0,0,0,0.47835,,
358,0.99074,0,78.8468,0,8.55E-08,0,0,0,0,0,0,0.0909249,0.0449703,0,0.101438,31.5387,-0.414641,0.00494969,0.000909949,0,0.00503264,1.00276,0,0,0,0,0.477477,,
359,0.990743,0,78.845,0,8.55E-08,0,0,0,0,0,0,0.0945981,0.0456328,0,0.105029,31.538,-0.416078,0.00493905,0.000873434,0,0.00501568,1.00273,0,0,0,0,0.476619,,
360,0.990748,0,78.8435,0,8.55E-08,0,0,0,0,0,0,0.0983855,0.0462897,0,0.108731,31.5374,-0.417273,0.00492833,0.000837727,0,0.00499902,1.0027,0,0,0,0,0.475777,,
361,0.990756,0,78.8423,0,8.55E-08,0,0,0,0,0,0,0.102289,0.0469402,0,0.112546,31.5369,-0.418234,0.00491754,0.000802801,0,0.00498264,1.00268,0,0,0,0,0.474949,,
362,0.990766,0,78.8414,0,8.55E-08,0,0,0,0,0,0,0.106312,0.0475837,0,0.116475,31.5365,-0.418966,0.0049067,0.000768633,0,0.00496653,1.00266,0,0,0,0,0.474135,,
363,0.990778,0,78.8407,0,8.55E-08,0,0,0,0,0,0,0.110456,0.0482194,0,0.120522,31.5363,-0.419474,0.0048958,0.000735196,0,0.0049507,1.00264,0,0,0,0,0.473335,,
364,0.990793,0,78.8404,0,8.55E-08,0,0,0,0,0,0,0.114722,0.0488466,0,0.124688,31.5362,-0.419761,0.00488487,0.00070247,0,0.00493512,1.00262,0,0,0,0,0.472548,,
365,0.990809,0,78.8403,0,8.55E-08,0,0,0,0,0,0,0.119114,0.0494645,0,0.128976,31.5361,-0.419834,0.00487389,0.00067043,0,0.00491978,1.0026,0,0,0,0,0.471774,,
366,0.990828,0,78.8405,0,8.55E-08,0,0,0,0,0,0,0.123632,0.0500722,0,0.133387,31.5362,-0.419693,0.00486286,0.000639057,0,0.00490467,1.00259,0,0,0,0,0.471012,,
367,0.990848,0,78.8409,0,8.55E-08,0,0,0,0,0,0,0.128279,0.050669,0,0.137924,31.5364,-0.419344,0.0048518,0.000608332,0,0.00488978,1.00257,0,0,0,0,0.470261,,
368,0.99087,0,78.8416,0,8.55E-08,0,0,0,0,0,0,0.133057,0.051254,0,0.142588,31.5366,-0.418791,0.00484068,0.000578235,0,0.00487509,1.00256,0,0,0,0,0.469521,,
369,0.990895,0,78.8425,0,8.55E-08,0,0,0,0,0,0,0.137968,0.0518264,0,0.147381,31.537,-0.418038,0.00482951,0.000548749,0,0.00486058,1.00254,0,0,0,0,0.46879,,
370,0.990921,0,78.8437,0,8.55E-08,0,0,0,0,0,0,0.143013,0.0523852,0,0.152305,31.5375,-0.417086,0.00481828,0.000519859,0,0.00484624,1.00253,0,0,0,0,0.468067,,
371,0.990948,0,78.8452,0,8.55E-08,0,0,0,0,0,0,0.148194,0.0529296,0,0.157362,31.5381,-0.41594,0.00480699,0.00049155,0,0.00483206,1.00252,0,0,0,0,0.467353,,
